instructor,course_title,course_id,professor_score
"Mohammed, Abdul Raheem Shariq",Microeconomic Theory,31550,-9.8
"Bakkal, Ilter",Microeconomic Theory,31710,0.7
"Mohammed, Abdul Raheem Shariq",Microeconomic Theory,35007,3.3
"Vicentini, Gustavo",Statistics for Economists,35049,-13.1
"Konan, Martin",Statistics for Economists,35050,-5.1
"Konan, Martin",Statistics for Economists,36935,-18.4
"Shi, Xiaolin",Applied Econometrics,32557,5.6
"Abel, Joshua",Applied Econometrics,32558,8.8
"Shi, Xiaolin",Applied Econometrics,36936,2.2
"Abel, Joshua",Applied Econometrics,36937,8.3
"Cao, Jianfei",Applied Econometrics,36938,5.9
"Zhang, Shuo",Applied Econometrics,36938,5.8
"Jakubowski, Aleksandra",Health Econ  Health Policy,34058,2.2
"Bakkal, Ilter",Environmental Economics,35008,1.6
"Stone, Michael",Law and Economics,36942,6.3
"Barnay, Thomas",Public Finance,39474,6.2
"Porter, Gerald",Money and Banking,31921,1.1
"Dupree, Jill",American Economic History,39475,-3.9
"Georges, Francis",Public Choice Economics,35051,3.6
"Bakkal, Ilter",History of Economic Thought,36944,-0.4
"Venkatesan, Madhavi",Economics of Race,36945,2.0
"Hooker, Mark",Financial Economics,39476,4.3
"Piao, Richeng",Information Econ  Game Theory,32863,5.5
"Bakkal, Ilter",Senior Economics Seminar,36946,1.1
"Simon, Peter",Senior Economics Seminar,36948,4.5
"Simon, Peter",Senior Economics Seminar,39477,4.1
"Venkatesan, Madhavi",Senior Economics Thesis,40266,1.4
"Georges, Francis",Senior Economics Thesis,40267,5.6
"Georges, Francis",Senior Economics Thesis,40268,7.0
"Georges, Francis",Math  Stats for Economists,32560,-0.2
"Shi, Xiaolin",Microeconomic Theory,40370,2.7
"Bidian, Florin",Macroeconomic Theory,40864,6.1
"Hooker, Mark",Applied Econometrics,30737,6.6
"Cao, Jianfei",Topics in Applied Economics,39479,7.1
"Zhang, Shuo",Topics in Applied Economics,39479,7.2
"Vicentini, Gustavo",Topics in Applied Economics,40382,7.9
"Tekleselassie, Tsegay",Applied Development,37090,6.9
"Tanyeri-Abur, Aysen",Agriculture and Development,39480,10.1
"Cao, Jianfei",Advanced Applied Econometrics,35009,4.7
"Erten, Bilge",International Econ Development,36952,8.5
"Mohammed, Abdul Raheem Shariq",Microeconomic Theory 2,39482,-4.7
"Ma, Jun",Macroeconomic Theory 2,30969,3.8
"Young, Lydia",Education in the Community,30889,-4.5
"Hennessy, Robin",Education in the Community,36608,6.7
"Roberts, Christina",Professional Development Co-op,30954,-28.0
"Villari, Rachel",Professional Development Co-op,30956,1.6
"Bresnihan, Mark",Professional Development Co-op,30960,7.0
"Burke, Lynn",Professional Development Co-op,32988,1.9
"Hornsby, Emily",Professional Development Co-op,35448,2.8
"Dmitruk, Isabel",Professional Development Co-op,37353,4.8
"Tarr, Nancy",Professional Development Co-op,37523,-1.7
"Buchmelter, Rebecca",Professional Development Co-op,39390,4.5
"Fanaei, Mohammad",Computing Funda for Engineers,35213,-13.2
"Nafa, Fatema",Computing Funda for Engineers,35214,-9.1
"Nafa, Fatema",Computing Funda for Engineers,36545,-11.5
"Shrivastava, Aatmesh",Circuits/Signals: Biomed Apps,31719,-6.0
"McGruer, Nicol",Circuits/Signals: Biomed Apps,39413,4.2
"Kimani, John",Embedded Des Enabling Robotics,31808,-2.1
"Ghosh, Siddhartha",Electrical Engineering,32659,-4.1
"McGruer, Nicol",Electrical Engineering,30075,-2.9
"Yarossi, Mathew",Electrical Engineering,32986,-12.3
"Sonmezoglu, Soner",Electrical Engineering,36776,3.5
"Consi, Thomas",Fund Digital Design/Comp Org,30297,0.3
"Zagieboylo, Drew",Fund Digital Design/Comp Org,33973,-2.9
"Sapavath, Naveen Naik",Fund Digital Design/Comp Org,34051,-11.9
"Kimani, John",Fund Digital Design/Comp Org,35634,-2.1
"Sapavath, Naveen Naik",Lab for EECE 2322,34053,-2.6
"Farhat, Amir",Fundamentals of Electronics,30794,-4.1
"Zhang, Xufeng",Fundamentals of Electronics,30795,-4.8
"Fanaei, Mohammad",Fundamentals of Linear Systems,31721,-12.3
"Salama, Iman",Fundamentals of Linear Systems,31722,1.6
"Mosallaei, Hossein",Fundamentals Electromagnetics,31723,1.2
"Marengo Fuentes, Edwin",Fundamentals Electromagnetics,36546,5.2
"Bernal Mor, Elena",Fundamentals of Networks,31724,-1.7
"Bernal Mor, Elena",Fundamentals of Networks,31915,-3.7
"Su, Lili",Fund Engineering Algorithms,31725,-9.6
"Johnson, Kristina",Enabling Engineering,40799,-3.1
"Jalan, Priyanka",Enabling Engineering,40799,-8.7
"Tiwari, Devesh",Computer Architecture  Org,30294,5.9
"Harris, Vincent",Electronic Materials,35218,-4.3
"Kim, Yong-Bin",Electronic Design,30796,-23.9
"Salama, Iman",Analysis Random Phenom in ECE,31059,6.7
"Yehoshua, Roi",Software Engineering 1,32830,-16.3
"Schirner, Gunar",Microprocessor-Based Design,32534,-4.3
"Farhat, Amir",Wireless Communication Circuit,32537,-12.4
"Shafai, Bahram",Robotics,31957,-10.8
"Leeser, Miriam",Hardware-Software Design FPGA,33975,-4.3
"Dimarzio, Charles",Optics for Engineers,36548,-0.1
"Shafai, Bahram",ECE Capstone 2,30454,-11.8
"Fuentes Hernandez, Canek",ECE Capstone 2,32894,11.0
"Consi, Thomas",ECE Capstone 2,30455,2.8
"Siami, Milad",ECE Capstone 2,30489,-2.8
"Sontag, Eduardo",Dynamic Sys in Biological Engr,33977,7.2
"Sapavath, Naveen Naik",Wireless Sensor/Intrnet Things,39464,-1.7
"Everett, Michael",Mobile Robotics,37030,6.0
"Consi, Thomas",Robotics Sensing  Navigation,32843,5.2
"Dorsey, Kristen",Robotics Sensing  Navigation,35528,-4.3
"Bernal Mor, Elena",Wireless Communication Systems,33978,8.0
"Bernal Mor, Elena",Wireless Communication Systems,35220,8.0
"Pait, Felipe",Classical Control Systems,32538,2.8
"Colangelo, Marco",Micro- and Nanofabrication,35221,9.0
"Stojanovic, Milica",Statistical Inference,40813,-1.1
"Stojanovic, Milica",Statistical Inference,33979,-1.1
"Rosen, David",Computer Vision,36549,-1.2
"Fu, Yun",Data Visualization,36552,-1.9
"Fu, Yun",Data Visualization,32197,-8.3
"Fu, Yun",Data Visualization,32198,-8.3
"Mi, Ningfang",Simulation  Performance Eval,32845,5.6
"Brady, David",Machine Learn/Pattern Recogntn,36553,-11.0
"Ioannidis, Efstratios",Machine Learn/Pattern Recogntn,32846,6.7
"Ioannidis, Efstratios",Machine Learn/Pattern Recogntn,33454,6.7
"Liu, Yongmin",Nanophotonics,37450,8.6
"Ingle, Vinay",Digital Signal Processing,32904,-0.5
"Ingle, Vinay",Digital Signal Processing,33167,-0.5
"Lehman, Bradley",Power Electronics,30810,5.4
"Makris, Purnima",Acoustics and Sensing,39414,12.5
"Mittal, Sunil",Special Topics,35253,6.4
"Imani, Mahdi",Special Topics,35520,8.9
"Jornet, Josep Miquel",Special Topics,37088,11.5
"Aksaray, Derya",Special Topics,37195,8.5
"Dasari, Mallesham",Special Topics,39845,7.1
"Davaji, Benyamin",Solid State Devices,32199,3.5
"Aboelela, Emad",Fundamentals of Computer Engr,32539,2.7
"Weber, Joseph",Fundamentals of Computer Engr,39822,10.7
"Lin, Xue",Fundamentals of Computer Engr,39729,4.4
"Lin, Xue",Fundamentals of Computer Engr,39747,4.4
"Onabajo, Marvin",RF Integrated Circuit Design,39416,8.9
"Marengo Fuentes, Edwin",Electromagnetic Theory 2,39417,10.0
"Rappaport, Carey",Antennas and Radiation,39418,8.3
"Yeh, Edmund",Numerical Optimization Methods,33168,-13.5
"Lombardi, Fabrizio",Computer Architecture,32848,-14.3
"Weber, Joseph",Computer Architecture,39823,11.7
"Kim, Yong-Bin",VLSI Design,30553,-3.5
"Kim, Yong-Bin",VLSI Design,30554,-3.5
"Chowdhury, Kaushik",Mobile and Wireless Networking,40937,9.5
"Chowdhury, Kaushik",Mobile and Wireless Networking,39419,9.5
"Sapavath, Naveen Naik",Fundamentals Computer Networks,32540,1.4
"Sapavath, Naveen Naik",Fundamentals Computer Networks,33366,1.4
"Aboelela, Emad",Operating Systems,35325,2.5
"Xu, Xiaolin",Computer Hardware Security,36560,8.3
"Ramezani, Alireza",Adv Spec Topics Elec Comp Eng,34132,6.1
"Koutsonikolas, Dimitrios",Adv Spec Topics Elec Comp Eng,36561,12.5
"Mahdavifar, Hessam",Adv Spec Topics Elec Comp Eng,40814,11.9
"Chekal, Lori",Found Ecol Evol Genomics,33312,6.0
"Tsui, Stephanie",Lab for EEMB 1105,33313,5.8
"Rosengaus, Rebeca",Ecology,33314,-12.8
"Marchwinski, Hillary",Lab for EEMB 2302,33315,1.9
"Marchwinski, Hillary",Lab for EEMB 2302,33316,0.2
"Bajaj, Kiran",Lab for EEMB 2302,34321,4.3
"Mongillo, Nicole",Lab for EEMB 2302,34794,4.7
"DiMauro, Ava",Lab for EEMB 2302,36349,-0.2
"Rosengaus, Rebeca",Introduction to Evolution,33834,-11.6
"Duffy, Tara",Marine Biology,34795,2.7
"Kulshreshtha, Eshna",Lab for EEMB 2700,34796,-7.0
"Neulight, Julia",Lab for EEMB 2700,34797,-11.0
"Casey, Anna",Lab for EEMB 2700,34798,-0.8
"Garcia, Gabriela",Conservation Biology,36350,1.0
"Lotterhos, Kathleen",Ecological Conservatn Genomics,39189,9.1
"Kimbro, David",Disease Ecology,34799,-1.6
"Eby, Stephanie",Wildlife Ecology,34800,6.5
"Anderson, Eric",Marine Birds  Mammals,35330,-83.5
"Sullivan, Brooke",Conserv Restora of Marine Sys,35334,-5.4
"Weigel, Brooke",Changing Global Oceans,36354,-8.8
"Weigel, Brooke",Lab for EEMB 5540,35637,6.5
"Bresnahan, Kerry",Lab for EEMB 5540,35637,6.5
"Mollor, Stephanie",Lab for EEMB 5540,35637,6.5
"Lotterhos, Kathleen",Ecological and Cons. Genomics,39191,9.1
"Eby, Stephanie",Advanced Wildlife Ecology,34801,6.5
"Hall, Damon",Seminar Sustainability Science,40418,-83.5
"Grabowski, Jonathan",Seminar Sustainability Science,40418,-83.5
"Hart, Sha'Day",Professional Development Co-op,30951,3.2
"Savitsky, Stephen",Professional Development Co-op,30952,-1.1
"Lam, Shuk-Yin",Professional Development Co-op,30955,-9.8
"MacDonald, Jacquelyn",Professional Development Co-op,31312,1.6
"Schinder, Kristina",Professional Development Co-op,31803,-3.7
"Mello, Tina",Professional Development Co-op,32031,-4.8
"Lam, Shuk-Yin",Professional Development Co-op,32200,-7.6
"Cosgrove, Catherine",Professional Development Co-op,35093,3.1
"Corrigan, Patricia",Professional Development Co-op,36609,4.0
"Condon, Corrine",Professional Development Co-op,36610,4.5
"Arruda, Cheryl",Professional Development Co-op,36611,1.9
"Israel, Michelle",Professional Development Co-op,36612,-6.0
"Condon, Emily",Professional Development Co-op,36613,-1.5
"Kidder, Kasey",Professional Development Co-op,36614,4.2
"Harrington, Kelly",Professional Development Co-op,37888,0.9
"Arruda, Cheryl",Values/Ethics/Prof in Science,32872,5.9
"MacDonald, Jacquelyn",Values/Ethics/Prof in Science,35094,3.2
"Andrew, Jonathan",Professional Development Co-op,30964,4.1
"Fiorenza-Hagopian, Gabrielle",Professional Development Co-op,36742,1.4
"Zaff, Michelle",Professional Development Co-op,30958,3.4
"Modica, Michaela",Professional Development Co-op,30961,1.4
"Westerling, Rebecca",Professional Development Co-op,30953,-4.0
"Worsh, Lisa",Professional Development Co-op,30959,-1.8
"Conley, Richard",Professional Development Co-op,30963,1.8
"LaMachia, Joan",Professional Development Co-op,30957,-14.3
"Williams, Steve",Professional Development Co-op,31382,7.2
"Palikhe, Himlona",Engineering Project Management,32185,6.9
"Bleakney, John",Engineering Project Management,31353,6.7
"Bajracharya, Sharad",Engineering Project Management,31606,6.7
"Kontopidis, George",Engineering Project Management,31813,3.8
"Guschin, Andrei",Engineering Project Management,30598,-3.0
"Palikhe, Himlona",Engineering Project Management,35636,5.2
"Van Alfen, Brad",Engineering/Org Psychology,34994,-1.1
"Van Alfen, Brad",Engineering/Org Psychology,31562,-2.9
"Shi, Shiaoming",Economic Decision Making,30736,2.1
"Heydari, Babak",Economic Decision Making,31793,0.5
"Ranjit, Manish",Economic Decision Making,32307,7.0
"Ranjit, Manish",Economic Decision Making,32020,9.1
"Noorian, Seyed",Financial Management for Engr,31502,5.2
"Noorian, Seyed",Financial Management for Engr,36684,7.1
"Noorian, Seyed",Financial Management for Engr,31587,1.5
"Noorian, Seyed",Financial Management for Engr,30556,1.5
"Johnson, Tristan",Engineering Team Performance,35274,-8.4
"Guschin, Andrei",Digital Product Desig and Mgmt,39130,6.6
"Guschin, Andrei",Digital Product Desig and Mgmt,39131,-0.1
"Guschin, Andrei",Digital Product Desig and Mgmt,40987,3.8
"Salahi, Sara",Special Topics in Engrng Mngmt,36685,-1.9
"Walker, Jacob",Intro to Engr Co-op Education,33855,-3.0
"Eckels, Marna",Intro to Engr Co-op Education,33856,2.1
"Sederer, Max",Intro to Engr Co-op Education,33857,0.1
"Lurie, Kimberly",Intro to Engr Co-op Education,35239,-2.5
"Joyce, Alison",Intro to Engr Co-op Education,36957,4.0
"Salmon, Nora",Intro to Engr Co-op Education,33860,-1.5
"Ormsby, Jessica",Intro to Engr Co-op Education,33861,1.1
"Flanagan, Josephine",Intro to Engr Co-op Education,33862,-0.1
"Medhi, Iraz",Intro to Engr Co-op Education,33863,7.0
"Alkhateeb, Arwa",Intro to Engr Co-op Education,33864,-5.8
"Johnson, Steven",Intro to Engr Co-op Education,33865,-0.4
"Lu, Lucy",Intro to Engr Co-op Education,33866,1.6
"Lu, Lucy",Intro to Engr Co-op Education,33868,-4.1
"MacIlroy, Robin",Intro to Engr Co-op Education,33869,-9.3
"MacIlroy, Robin",Intro to Engr Co-op Education,33871,-5.5
"Hals, Kristina",Intro to Engr Co-op Education,33872,-4.0
"Sederer, Max",Prof Issues in Engineering,33875,-3.4
"Ahern, Michael",Prof Issues in Engineering,35240,4.6
"Eckels, Marna",Prof Issues in Engineering,33876,-4.2
"Conant, Sally",Prof Issues in Engineering,33877,-1.2
"Lurie, Kimberly",Prof Issues in Engineering,33878,0.7
"Ormsby, Jessica",Prof Issues in Engineering,33879,-10.0
"Ormsby, Jessica",Prof Issues in Engineering,34372,-5.2
"Johnson, Steven",Prof Issues in Engineering,33880,-6.4
"Flanagan, Josephine",Prof Issues in Engineering,33882,-13.2
"Alkhateeb, Arwa",Prof Issues in Engineering,33883,-0.5
"Basmajian, Maureen",Prof Issues in Engineering,33885,-5.5
"Basmajian, Maureen",Prof Issues in Engineering,33886,1.4
"Looney, Georgia",Prof Issues in Engineering,33887,-5.8
"Ahern, Michael",Prof Issues in Engineering,33888,3.2
"Mockler, Sarah",Prof Issues in Engineering,33889,-3.2
"Looney, Georgia",Prof Issues in Engineering,33891,-8.8
"Hubbard, Kristina",Prof Issues in Engineering,35241,-11.2
"Hubbard, Kristina",Prof Issues in Engineering,35450,-7.8
"Fisher, Jessica",Career Managmnt for Engineers,31359,-0.2
"Meyer, Laura",Career Managmnt for Engineers,39446,1.0
"Cucciniello, Giuseppina",Career Managmnt for Engineers,32603,-0.3
"Schwartz, Gail",Career Managmnt for Engineers,33893,0.7
"Gu, Yingqian",Career Managmnt for Engineers,32961,2.2
"Mitry, Marrian",Career Managmnt for Engineers,36958,3.6
"Cucciniello, Giuseppina",Career Managmnt for Engineers,36960,-0.3
"Schwartz, Gail",Career Managmnt for Engineers,36961,0.7
"Evans, Jennifer",Career Managmnt for Engineers,36962,4.8
"Steiner Hayes, Debra",Career Managmnt for Engineers,39447,3.7
"Rached, Arij",Career Managmnt for Engineers,39448,-4.6
"Hatzievgenakis, Erica",Career Managmnt for Engineers,39449,5.5
"Hatzievgenakis, Erica",Career Managmnt for Engineers,39450,5.5
"Ochengco, Abigail",Career Managmnt for Engineers,39451,6.6
"Joyce, Alison",Introduction to Co-op,32250,3.3
"Salmon, Nora",Introduction to Co-op,31987,0.9
"Walsh-Peterson, Rachel",Introduction to Co-op,32930,3.4
"Hodder, Cydney",Introduction to Co-op,33254,-0.5
"Ottaiano, Daniela",Introduction to Co-op,33895,4.4
"Marglous, Linda",Introduction to Co-op,33896,2.5
"Bleakney, John",Introduction to Co-op,33897,5.4
"Salazar, Brittany",Introduction to Co-op,33898,1.8
"Teran, Devin",Introduction to Co-op,33899,3.7
"Courtney, Jessica",Introduction to Co-op,33900,3.6
"Ottaiano, Daniela",Introduction to Co-op,33902,4.1
"Marglous, Linda",Introduction to Co-op,33903,3.0
"Hodder, Cydney",Introduction to Co-op,33904,3.3
"Courtney, Jessica",Introduction to Co-op,35243,4.9
"Kher, Niyatee",Introduction to Co-op,35244,3.1
"Lee, Victoria",Introduction to Co-op,35246,1.8
"Wong, Kathy",Introduction to Co-op,35247,-1.8
"Kher, Niyatee",Introduction to Co-op,35495,2.3
"Cheng, Siyi",Introduction to Co-op,37601,0.0
"Davis, Theo",English at NU,32948,3.8
"Rawson, Kj",Introduction to Rhetoric,34895,3.1
"Strychacz, Thomas",Introduction to Rhetoric,40697,-14.3
"Kim, Eunsong",Intro to Literary Studies,32618,4.3
"Lerner, Neal",Intro to Research on Writing,31726,-7.2
"Sobral Campos, Isabel",Global Literatures 1,39075,0.2
"Mehta, Brinda",Global Literatures 2,40698,8.5
"Aljoe, Nicole",Postcolonial Women Writers,39076,3.1
"Kaplan, Carla",American Women Writers,39377,-3.5
"Kim, Eunsong",Asian-American Literature,39077,8.1
"Musselman, Cecelia",Science Writing,36797,1.3
"Gonso, Kathleen",Creative Writing,33282,6.7
"Britt, Elizabeth",Style and Editing,39078,2.7
"Kelly, Kathleen",Early Literatures,39080,-18.4
"Dillon, Elizabeth",17th/18th-C Literatures,40734,1.1
"Britt, Elizabeth",Rhetoric of Law,33761,5.7
"Boeckeler, Erika",Technologies of Text,39082,1.8
"Linker, Jessica",Technologies of Text,39082,2.5
"Gallagher, Chris",Writing Boston,36800,-10.0
"Abinader, Elmaz",Creative Nonfiction,37251,3.1
"Tran, Truong",Poetry Workshp,37252,5.7
"Kelly, Kathleen",Writing Seminar,39083,0.2
"Glassie, Alison",Opening the Archive,36802,4.9
"Altschuler, Sari",Narrative Medicine,39084,6.6
"Dillon, Elizabeth",Capstone Seminar,33058,-5.3
"Mullen, Patrick",Capstone Seminar,35449,2.3
"Buuck, David",Capstone Seminar,40699,-4.3
"Altschuler, Sari",Topics in Literary Study,39085,0.6
"Glassie, Alison",Topics in Literary Study,39086,-86.3
"Evalyn, Lawrence",Topics in Lit  Other Dscplns,35255,6.2
"Poe, Mya",Writing  Teaching of Writing,36804,1.8
"Lerner, Neal",Topics in Writing,34897,1.8
"Huang, Shao-wei",1st-Yr Write Multiling Writers,36808,1.0
"Huang, Shao-wei",1st-Yr Write Multiling Writers,31432,2.9
"Garrett, Julia",1st-Yr Write Multiling Writers,31603,-4.9
"Garrett, Julia",1st-Yr Write Multiling Writers,36809,1.9
"Handler, Hayes",1st-Yr Write Multiling Writers,40652,5.1
"Mendevil, Victor",First-Year Writing,31436,1.1
"Huang, Shao-wei",First-Year Writing,33995,2.4
"McCarthy, Suzanne",First-Year Writing,34299,-13.1
"Chace, Jessica",First-Year Writing,34504,-5.8
"Bushnell, Jeremy",First-Year Writing,31433,-0.1
"Moss, Edward",First-Year Writing,31447,3.0
"Stockman, Sebastian",First-Year Writing,31446,6.5
"Dehghan, Elham",First-Year Writing,34505,-0.7
"Kehoe, Kamila",First-Year Writing,34505,-0.2
"Hitchcock, Matthew",First-Year Writing,31437,-2.8
"Enos, Christen",First-Year Writing,31456,3.1
"Bushnell, Jeremy",First-Year Writing,33385,-0.6
"Moss, Edward",First-Year Writing,31438,-3.4
"Kehoe, Kamila",First-Year Writing,31439,-7.6
"McCarthy, Suzanne",First-Year Writing,31439,-7.4
"Hitchcock, Matthew",First-Year Writing,31440,-0.2
"Bannister, Allison",First-Year Writing,36811,-11.7
"Stockman, Sebastian",First-Year Writing,31448,4.7
"Bannister, Allison",First-Year Writing,31442,-5.3
"Chapnick, Max",First-Year Writing,31443,4.3
"DeCamp, Abbie",First-Year Writing,33386,4.8
"Huggins, Jonathan",First-Year Writing,35137,7.0
"Chapnick, Max",First-Year Writing,31444,2.0
"DeCamp, Abbie",First-Year Writing,35163,3.6
"Huggins, Jonathan",First-Year Writing,35164,5.1
"McCluskey, Michael",First-Year Writing,31454,-0.7
"Metzger, Daniel",First-Year Writing,31457,3.7
"Bunting, Galen",First-Year Writing,31451,-3.4
"Dornink, Lynn",First-Year Writing,31459,-1.9
"Nardone, Laurie",First-Year Writing,31449,3.1
"Reiss, Kathryn",First-Year Writing,37314,-2.7
"Crain, Abigail",First-Year Writing,37315,-4.0
"Magowan, Kimberley",First-Year Writing,37316,4.9
"Saxton, Kirsten",First-Year Writing,37253,2.8
"Magowan, Kimberley",First-Year Writing,40655,-1.9
"Crain, Abigail",First-Year Writing,40656,-2.6
"Crain, Abigail",First-Year Writing,40657,-2.7
"Hanley Cardozo, Kristen",First-Year Writing,34506,-4.6
"Hanley Cardozo, Kristen",First-Year Writing,34507,1.9
"Handler, Hayes",First-Year Writing,34508,-5.5
"Hanley Cardozo, Kristen",First-Year Writing,34508,-11.1
"Noonan, Matthew",First-Year Writing,33383,-6.1
"Hanley Cardozo, Kristen",First-Year Writing,37359,-0.5
"Dailey, Keli",First-Year Writing,41571,-8.1
"McCluskey, Michael",First-Year Writing,31450,2.6
"McCarthy, Suzanne",First-Year Writing,36812,-2.1
"Noonan, Ellen",First-Year Writing,35165,2.4
"Garneau, Karen",First-Year Writing,31445,-2.3
"Vestri, Talia",First-Year Writing,34366,5.5
"Noonan, Ellen",First-Year Writing,31435,4.4
"Finn, Sarah",First-Year Writing,35180,-4.3
"Metzger, Daniel",First-Year Writing,33384,1.8
"Avery-Miller, Emily",First-Year Writing,31441,3.2
"Benitez-Rogers, Tabitha",First-Year Writing,33394,6.1
"Fairfield, Catherine",First-Year Writing,35179,-1.5
"Sirois, Carolyn",First-Year Writing,31455,-0.2
"Noonan, Matthew",First-Year Writing,31555,-13.7
"Enos, Christen",First-Year Writing w/ Service,36816,-1.2
"Avery-Miller, Emily",First-Year Writing w/ Service,37012,-12.7
"Keeling, Bret",Advanced Writing in Tech Prof,31463,-11.8
"Bannister, Allison",Advanced Writing in Tech Prof,35568,-3.4
"Keeling, Bret",Advanced Writing in Tech Prof,31464,-15.7
"Gilreath, Philip",Advanced Writing in Tech Prof,34283,3.5
"Lacey, Kristin",Advanced Writing in Tech Prof,31467,1.6
"Garabedian, Robin",Advanced Writing in Tech Prof,31465,1.9
"Gilreath, Philip",Advanced Writing in Tech Prof,39087,2.5
"Garabedian, Robin",Advanced Writing in Tech Prof,33993,-3.8
"DeCamp, Abbie",Advanced Writing in Tech Prof,39088,4.5
"Kehoe, Kamila",Advanced Writing in Tech Prof,39089,-3.2
"Clark, Tabitha",Advanced Writing in Tech Prof,39089,-4.4
"Clark, Tabitha",Advanced Writing in Tech Prof,33283,-86.3
"Ayala, Christopher",Advanced Writing in Tech Prof,31469,2.8
"Wolter-Gustaf, Melissa",Advanced Writing in Tech Prof,36818,3.2
"Sobral Campos, Isabel",Advanced Writing in Tech Prof,31471,-0.3
"Wolter-Gustaf, Melissa",Advanced Writing in Tech Prof,36819,4.2
"Ayala, Christopher",Advanced Writing in Tech Prof,33387,5.1
"Keeling, Bret",Advanced Writing in Tech Prof,31470,-4.2
"Enos, Christen",Advanced Writing in Tech Prof,32895,-4.9
"Enos, Christen",Advanced Writing in Tech Prof,31461,-8.3
"Sobral Campos, Isabel",Advanced Writing in Tech Prof,31462,-1.2
"Vestri, Talia",Advanced Writing in Tech Prof,31466,3.8
"Vestri, Talia",Advanced Writing in Tech Prof,32896,6.3
"Ayala, Christopher",Advanced Writing in Tech Prof,32063,-5.3
"Lacey, Kristin",Advanced Writing in Tech Prof,32336,4.6
"Gilreath, Philip",Advanced Writing in Tech Prof,33476,5.3
"Mouawad, Nina",Advanced Writing in Tech Prof,34254,2.8
"Marshall, Eric",Advanced Writing in Tech Prof,34336,-3.0
"Marshall, Eric",Advanced Writing in Tech Prof,34463,1.5
"Keller, Nicole",Advanced Writing in Tech Prof,31468,-10.8
"Marcus, Emily",Advanced Writing in Tech Prof,33994,0.7
"Clark, Tabitha",Advanced Writing in Tech Prof,36820,-11.1
"Stephens, Alison",Advanced Writing in Tech Prof,33284,0.9
"Musselman, Cecelia",Advanced Writing in Envir Prof,34898,5.8
"McCluskey, Michael",Advanced Writing in Bus Admin,31956,4.9
"Fairfield, Catherine",Advanced Writing in Bus Admin,39091,4.2
"McCluskey, Michael",Advanced Writing in Bus Admin,31477,3.7
"Fairfield, Catherine",Advanced Writing in Bus Admin,31492,2.7
"Ober, David",Advanced Writing in Bus Admin,31491,-6.1
"Akbari, Thomas",Advanced Writing in Bus Admin,33433,-3.8
"Huggins, Jonathan",Advanced Writing in Bus Admin,39092,8.2
"Huggins, Jonathan",Advanced Writing in Bus Admin,36821,6.3
"Ober, David",Advanced Writing in Bus Admin,33287,-2.2
"Jackson, Ellen",Advanced Writing in Bus Admin,39093,4.1
"Benitez-Rogers, Tabitha",Advanced Writing in Bus Admin,31475,4.8
"Beerits, Laura",Advanced Writing in Bus Admin,33286,5.0
"Spilecki, Susan",Advanced Writing in Bus Admin,39094,-8.8
"Benitez-Rogers, Tabitha",Advanced Writing in Bus Admin,31476,4.1
"Noonan, Matthew",Advanced Writing in Bus Admin,34337,5.2
"Noonan, Matthew",Advanced Writing in Bus Admin,33992,-8.1
"Jackson, Ellen",Advanced Writing in Bus Admin,33477,-5.4
"Jackson, Ellen",Advanced Writing in Bus Admin,31693,-0.4
"Moss, Edward",Advanced Writing in Bus Admin,31692,-2.6
"Moss, Edward",Advanced Writing in Bus Admin,31478,4.7
"Hitchcock, Matthew",Advanced Writing in Bus Admin,32898,5.6
"Hitchcock, Matthew",Advanced Writing in Bus Admin,32897,5.1
"Beerits, Laura",Advanced Writing in Bus Admin,31490,2.3
"Beerits, Laura",Advanced Writing in Bus Admin,31473,8.4
"Zuch, Gregory",Advanced Writing in Bus Admin,36822,-7.6
"Babin, Paul",Advanced Writing in Bus Admin,33988,-1.0
"Grasso, Chelsey",Advanced Writing in Bus Admin,31474,-0.2
"Emrich, Lee",Adv Writing in the Health Prof,33289,3.1
"Emrich, Lee",Adv Writing in the Health Prof,31480,5.5
"Edwards, Laurie",Adv Writing in the Health Prof,32352,3.8
"Garrett, Julia",Adv Writing in the Health Prof,32532,-8.5
"Olivier, Faviana",Adv Writing in the Health Prof,31479,3.9
"Garneau, Karen",Adv Writing in the Health Prof,32337,3.2
"Edwards, Laurie",Adv Writing in the Health Prof,33288,1.5
"Gonso, Kathleen",Adv Writing in the Health Prof,31481,-1.2
"Emrich, Lee",Adv Writing in the Health Prof,31482,-2.6
"Dehghan, Elham",Adv Writing in the Health Prof,41223,-2.2
"Schlotterback, Eamon",Adv Writing in the Health Prof,41197,-17.3
"Bunting, Galen",Adv Writing in the Sciences,31485,-13.7
"Chapnick, Max",Adv Writing in the Sciences,39095,0.8
"Mellette, Thomas",Adv Writing in the Sciences,31484,2.3
"Garabedian, Robin",Adv Writing in the Sciences,39096,-6.0
"Mellette, Thomas",Adv Writing in the Sciences,31697,0.1
"Metzger, Daniel",Adv Writing in the Sciences,31695,1.8
"Block, Aaron",Adv Writing in the Sciences,31696,5.5
"Block, Aaron",Adv Writing in the Sciences,33990,6.8
"Metzger, Daniel",Adv Writing in the Sciences,31493,5.6
"Edwards, Laurie",Adv Writing in the Sciences,31483,-1.0
"Bunting, Galen",Adv Writing in the Sciences,31694,-19.2
"Akbari, Thomas",Adv Writing in the Sciences,32674,-3.5
